Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	RD139_Narrow_UPS1_0_1fmol_inj3.mzML	RD139_Narrow_UPS1_0_1fmol_inj1.mzML	RD139_Narrow_UPS1_0_1fmol_inj2.mzML	RD139_Narrow_UPS1_0_25fmol_inj3.mzML	RD139_Narrow_UPS1_0_25fmol_inj1.mzML	RD139_Narrow_UPS1_0_25fmol_inj2.mzML
P34209	P34209	YDCF_ECOLI	ydcF	Protein YdcF		132201	51298.9	108004	156374	130060
P35340	P35340	AHPF_ECOLI	ahpF	Alkyl hydroperoxide reductase subunit F	1.03309e+07	1.08336e+07	1.08102e+07	9.35726e+06	1.00855e+07	9.96297e+06
P36548	P36548	AMIA_ECOLI	amiA	N-acetylmuramoyl-L-alanine amidase AmiA			696332	557792	626647	562576
P36649	P36649	CUEO_ECOLI	cueO	Blue copper oxidase CueO	1.04132e+06	658218	1.19559e+06	1.137e+06	945278	1.28848e+06
P36659	P36659	CBPA_ECOLI	cbpA	Curved DNA-binding protein	2.75287e+06	2.52915e+06	2.64612e+06	2.6164e+06	2.881e+06	2.61506e+06
P36672	P36672	PTTBC_ECOLI	treB	PTS system trehalose-specific EIIBC component	127308	103203	97367.9	98645	84223.8	66908.5
P36673	P36673	TRER_ECOLI	treR	HTH-type transcriptional regulator TreR	785270	706795	811546	709574	708041	739653
P36680	P36680	ZAPD_ECOLI	zapD	Cell division protein ZapD	1.68395e+06	1.83471e+06	1.99844e+06	1.84527e+06	1.83594e+06	1.9458e+06
P36683	P36683	ACNB_ECOLI	acnB	Aconitate hydratase B	8.98097e+06	8.56955e+06	8.85523e+06	9.32536e+06	9.077e+06	8.95535e+06
P36767	P36767	RDGC_ECOLI	rdgC	Recombination-associated protein RdgC	1.3623e+07	1.12789e+07	1.27681e+07	1.05041e+07	1.03051e+07	1.13479e+07
P36879	P36879	YADG_ECOLI	yadG	Uncharacterized ABC transporter ATP-binding protein YadG	484641	473147	449526	497567	481418	355502
P36929	P36929	RSMB_ECOLI	rsmB	Ribosomal RNA small subunit methyltransferase B	445391	491271	451153	573203	526996	540480
P36938	P36938	PGM_ECOLI	pgm	Phosphoglucomutase	6.65694e+06	6.94532e+06	7.08054e+06	6.9527e+06	7.92449e+06	7.49344e+06
P36979	P36979	RLMN_ECOLI	rlmN	Dual-specificity RNA methyltransferase RlmN	2.24087e+06	2.5047e+06	3.38926e+06	2.69706e+06	2.75011e+06	3.32776e+06
P36999	P36999	RLMA_ECOLI	rlmA	23S rRNA (guanine(745)-N(1))-methyltransferase	785281	1.0567e+06	1.07396e+06	1.01381e+06	1.06608e+06	893087
P37024	P37024	HRPB_ECOLI	hrpB	ATP-dependent RNA helicase HrpB	460967	401623	382394	412202	367685	396056
P37028	P37028	BTUF_ECOLI	btuF	Vitamin B12-binding protein	476637	570558	560139	430215	370665	402481
P37051	P37051	PURU_ECOLI	purU	Formyltetrahydrofolate deformylase	1.48813e+06	1.03724e+06	1.20463e+06	1.13126e+06	1.03328e+06	1.07814e+06
P37052	P37052	YCHJ_ECOLI	ychJ	UPF0225 protein YchJ			262764	437564		331305
P37095	P37095	PEPB_ECOLI	pepB	Peptidase B	3.81737e+06	3.71659e+06	3.87086e+06	4.00031e+06	3.9588e+06	3.91016e+06
P37177	P37177	PT1P_ECOLI	ptsP	Phosphoenolpyruvate-protein phosphotransferase PtsP	267748	108796	234204	253821	290577	218511
P37182	P37182	HYBD_ECOLI	hybD	Hydrogenase 2 maturation protease	3.00205e+06	2.87193e+06	2.8786e+06	2.99529e+06	3.23802e+06	3.22733e+06
P37194	P37194	SLP_ECOLI	slp	Outer membrane protein slp	4.06763e+07	3.55955e+07	3.92462e+07	3.24233e+07	3.37872e+07	3.22013e+07
P37329	P37329	MODA_ECOLI	modA	Molybdate-binding periplasmic protein	3.5716e+06	3.66779e+06	3.31556e+06	3.55783e+06	3.72141e+06	3.53646e+06
P37330	P37330	MASZ_ECOLI	glcB	Malate synthase G	121948		188295	153077		241889
P37342	P37342	YJJI_ECOLI	yjjI	Uncharacterized protein YjjI	1.00528e+06	1.36583e+06	1.32263e+06	1.32604e+06	1.37845e+06	1.36373e+06
P37349	P37349	DHAM_ECOLI	dhaM	PTS-dependent dihydroxyacetone kinase, phosphotransferase subunit DhaM	455738	687207	537211	596693	732384	708232
P37353	P37353	MENE_ECOLI	menE	2-succinylbenzoate--CoA ligase	531796	510753	588405	484193	503072	544366
P37440	P37440	UCPA_ECOLI	ucpA	Oxidoreductase UcpA	7.30435e+06	5.36069e+06	6.03446e+06	7.04164e+06	5.84533e+06	6.72932e+06
P37590	P37590	PMRD_ECOLI	pmrD	Signal transduction protein PmrD	298583	264523	164113	286707	220642	158109
P37595	P37595	IAAA_ECOLI	iaaA	Isoaspartyl peptidase	2.35426e+06	2.56414e+06	2.63698e+06	2.87097e+06	2.85213e+06	2.96526e+06
P37613	P37613	PANM_ECOLI	panM	PanD maturation factor	504631	437356	385180	432098	483069	378718
P37617	P37617	ATZN_ECOLI	zntA	Lead, cadmium, zinc and mercury-transporting ATPase	1.72369e+06	1.6076e+06	1.72056e+06	1.50694e+06	1.65975e+06	1.57296e+06
P37626	P37626	YHII_ECOLI	yhiI	Uncharacterized protein YhiI	532533	642811	566959	568155	650402	652228
P37631	P37631	YHIN_ECOLI	yhiN	Uncharacterized protein YhiN	854539	852714	988368	996699	908498	1.05727e+06
P37634	P37634	RLMJ_ECOLI	rlmJ	Ribosomal RNA large subunit methyltransferase J	5.13753e+06	5.30261e+06	4.82909e+06	5.21693e+06	5.47427e+06	5.25868e+06
P37636	P37636	MDTE_ECOLI	mdtE	Multidrug resistance protein MdtE	2.45162e+06	2.21915e+06	2.45613e+06	2.38445e+06	2.36579e+06	2.40794e+06
P37647	P37647	KDGK_ECOLI	kdgK	2-dehydro-3-deoxygluconokinase	1.71362e+06	1.76553e+06	1.63372e+06	1.57341e+06	1.70947e+06	1.55598e+06
P37648	P37648	YHJJ_ECOLI	yhjJ	Protein YhjJ	2.65974e+06	2.74582e+06	2.51797e+06	2.53218e+06	2.58572e+06	2.6447e+06
P37650	P37650	BCSC_ECOLI	bcsC	Cellulose synthase operon protein C	328245	485152	388916	346391	406777	364724
P37651	P37651	GUN_ECOLI	bcsZ	Endoglucanase	372603	401412	414498	405800	426861	417001
P37652	P37652	BCSB_ECOLI	bcsB	Cyclic di-GMP-binding protein	1.22275e+06	1.54827e+06	1.45731e+06	1.35081e+06	1.47827e+06	1.44627e+06
P37655	P37655	BCSQ_ECOLI	bcsQ	Putative cellulose biosynthesis protein BcsQ	548915	638939	637312	585979	667569	654989
P37657	P37657	BCSE_ECOLI	bcsE	Protein BcsE homolog	213030	234023	168547	202467	220672	202632
P37659	P37659	BCSG_ECOLI	bcsG	Protein BcsG homolog	404998	603658	393031	597351	544234	433686
P37665	P37665	YIAD_ECOLI	yiaD	Probable lipoprotein YiaD	4.55106e+06	4.78819e+06	4.72594e+06	4.74528e+06	4.81761e+06	4.83892e+06
P37666	P37666	GHRB_ECOLI	ghrB	Glyoxylate/hydroxypyruvate reductase B	1.68927e+06	1.43704e+06	1.69854e+06	1.62873e+06	1.65589e+06	1.62834e+06
P37685	P37685	ALDB_ECOLI	aldB	Aldehyde dehydrogenase B	1.04983e+06	1.1879e+06	943569	1.05409e+06	1.09062e+06	1.03914e+06
P37689	P37689	GPMI_ECOLI	gpmI	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	6.80081e+06	6.4422e+06	8.53442e+06	8.6756e+06	1.01706e+07	9.77626e+06
P37690	P37690	ENVC_ECOLI	envC	Murein hydrolase activator EnvC	201254	251741	273377	222016	259222	257534
P37692	P37692	RFAF_ECOLI	rfaF	ADP-heptose--LPS heptosyltransferase 2	743236	699221	782056	723374	687882	782833
P37765	P37765	RLUB_ECOLI	rluB	Ribosomal large subunit pseudouridine synthase B	2.05265e+06	1.95549e+06	2.0077e+06	2.08358e+06	2.08485e+06	1.99539e+06
P37773	P37773	MPL_ECOLI	mpl	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase	1.02299e+07	1.03937e+07	1.07838e+07	1.07878e+07	1.04781e+07	1.03812e+07
P37902	P37902	GLTI_ECOLI	gltI	Glutamate/aspartate periplasmic-binding protein	100465	58579.6	144603	174350	150761	
P37903	P37903	USPF_ECOLI	uspF	Universal stress protein F	1.36092e+07	1.19495e+07	1.45e+07	1.18709e+07	1.17892e+07	1.66312e+07
P37908	P37908	YFJD_ECOLI	yfjD	UPF0053 inner membrane protein YfjD	238154			297856		371374
P38038	P38038	CYSJ_ECOLI	cysJ	Sulfite reductase [NADPH] flavoprotein alpha-component	3.0291e+06	2.8574e+06	3.05473e+06	3.29232e+06	3.10683e+06	3.00706e+06
P38105	P38105	RSPB_ECOLI	rspB	Starvation-sensing protein RspB	148192		183642	206725	189432	257678
P38134	P38134	ETK_ECOLI	etk	Tyrosine-protein kinase etk	2.2374e+06	1.82313e+06	2.06092e+06	2.0772e+06	2.17282e+06	2.08256e+06
P38489	P38489	NFSB_ECOLI	nfsB	Oxygen-insensitive NAD(P)H nitroreductase	711173	702626	743805	828628	822001	699984
P38506	P38506	XNI_ECOLI	ygdG	Flap endonuclease Xni	294778	315082	393785	375400	393084	391925
P38521	P38521	YGGL_ECOLI	yggL	Uncharacterized protein YggL	456897		322451	361498	162886	
P39099	P39099	DEGQ_ECOLI	degQ	Periplasmic pH-dependent serine endoprotease DegQ	3.8646e+06	3.44857e+06	3.58965e+06	3.69691e+06	3.70424e+06	3.50306e+06
P39172	P39172	ZNUA_ECOLI	znuA	High-affinity zinc uptake system protein ZnuA	3.58053e+06	3.47814e+06	3.53788e+06	3.08656e+06	3.50035e+06	3.35274e+06
P39173	P39173	YEAD_ECOLI	yeaD	Putative glucose-6-phosphate 1-epimerase	3.40268e+07	3.35412e+07	3.40173e+07	3.48736e+07	3.19773e+07	3.37613e+07
P39177	P39177	USPG_ECOLI	uspG	Universal stress protein G	1.48109e+07	1.49672e+07	1.53088e+07	1.65003e+07	1.56282e+07	1.43514e+07
P39199	P39199	PRMB_ECOLI	prmB	50S ribosomal protein L3 glutamine methyltransferase	618008	641380	523918	602072	674258	709028
P39285	P39285	MSCM_ECOLI	mscM	Miniconductance mechanosensitive channel MscM	155275	169560	144759	177912	176211	217359
P39286	P39286	RSGA_ECOLI	rsgA	Putative ribosome biogenesis GTPase RsgA	965266	954769	1.0306e+06	896275	986047	1.0641e+06
P39310	P39310	YTFB_ECOLI	ytfB	Uncharacterized protein YtfB	790036	594042	686842	926959	797599	707800
P39315	P39315	QOR2_ECOLI	qorB	Quinone oxidoreductase 2				51889.1		79911.7
P39321	P39321	TAMB_ECOLI	tamB	Translocation and assembly module TamB	683519	734319	660531	654458	743679	669781
P39342	P39342	YJGR_ECOLI	yjgR	Uncharacterized protein YjgR	307243	341478	382397	353507	405945	409694
P39377	P39377	IADA_ECOLI	iadA	Isoaspartyl dipeptidase	2.397e+06	2.43459e+06	2.45981e+06	2.57538e+06	2.36814e+06	2.42674e+06
P39384	P39384	YJIM_ECOLI	yjiM	Uncharacterized protein YjiM	246462	246963	297261	323580	325590	285926
P39391	P39391	YJIT_ECOLI	yjiT	Putative uncharacterized protein YjiT	509967	537221	658768	525685	618240	522381
P39393	P39393	YJIV_ECOLI	yjiV	Putative uncharacterized protein YjiV	466833	445441	531716	554399	545356	504699
P39396	P39396	YJIY_ECOLI	yjiY	Inner membrane protein YjiY	2.52514e+06	2.9361e+06	2.87402e+06	2.56042e+06	2.74047e+06	2.5894e+06
P39401	P39401	OPGB_ECOLI	mdoB	Phosphoglycerol transferase I	305474	317245	254061	298304	369759	340372
P39406	P39406	RSMC_ECOLI	rsmC	Ribosomal RNA small subunit methyltransferase C	5.58683e+06	5.62467e+06	5.55286e+06	5.92116e+06	6.18709e+06	6.02502e+06
P39407	P39407	YJJU_ECOLI	yjjU	Uncharacterized protein YjjU	398259	532648	434823	229762	386005	374236
P39451	P39451	ADHP_ECOLI	adhP	Alcohol dehydrogenase, propanol-preferring	760382	745889	696277	467636	569802	660189
P39829	P39829	GARD_ECOLI	garD	Galactarate dehydratase (L-threo-forming)	158038	186209	272504	222630	145071	297242
P39830	P39830	YBAL_ECOLI	ybaL	Inner membrane protein YbaL	557994	952454	1.20494e+06	1.41852e+06	1.34582e+06	1.18114e+06
P39831	P39831	YDFG_ECOLI	ydfG	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	1.58007e+07	1.31879e+07	1.53558e+07	1.51942e+07	1.49605e+07	1.53651e+07
P39838	P39838	RCSD_ECOLI	rcsD	Phosphotransferase RcsD	641575	720448	696302	685313	708596	850412
P40120	P40120	OPGD_ECOLI	mdoD	Glucans biosynthesis protein D	2.00892e+06	2.07284e+06	2.21164e+06	2.0729e+06	2.40496e+06	2.32423e+06
P40191	P40191	PDXK_ECOLI	pdxK	Pyridoxine kinase	515582	631969	665172	635646	596251	652184
P40874	P40874	MTOX_ECOLI	solA	N-methyl-L-tryptophan oxidase	2.31673e+06	2.3369e+06	2.24377e+06	2.20563e+06	2.14413e+06	2.00841e+06
P42596	P42596	RLMG_ECOLI	rlmG	Ribosomal RNA large subunit methyltransferase G	640353	693748	786552	992299	978520	876377
P42632	P42632	TDCE_ECOLI	tdcE	PFL-like enzyme TdcE	1.20407e+06	1.44754e+06	1.33233e+06	1.22944e+06	1.53744e+06	1.59923e+06
P42641	P42641	OBG_ECOLI	obgE	GTPase ObgE/CgtA	6.72658e+06	6.94961e+06	7.19626e+06	7.09105e+06	7.3303e+06	7.09993e+06
P43329	P43329	HRPA_ECOLI	hrpA	ATP-dependent RNA helicase HrpA	1.22907e+06	1.21526e+06	1.22771e+06	1.22252e+06	1.15663e+06	1.3022e+06
P43533	P43533	FLGN_ECOLI	flgN	Flagella synthesis protein FlgN	205604	376785	282794	124626	285442	290791
P43672	P43672	UUP_ECOLI	uup	ABC transporter ATP-binding protein uup	1.06465e+06	929275	897378	1.08171e+06	920537	1.09093e+06
P43674	P43674	YCAL_ECOLI	ycaL	Uncharacterized metalloprotease YcaL	610545	375351	443152	579313	482893	550566
P45395	P45395	KDSD_ECOLI	kdsD	Arabinose 5-phosphate isomerase KdsD	1.68224e+06	1.58718e+06	1.68604e+06	1.73816e+06	1.70043e+06	1.93157e+06
P45420	P45420	YHCD_ECOLI	yhcD	Uncharacterized outer membrane usher protein YhcD	1.05385e+06	1.32768e+06	1.10536e+06	996863	1.12842e+06	937900
P45464	P45464	LPOA_ECOLI	lpoA	Penicillin-binding protein activator LpoA	3.35051e+06	3.13573e+06	3.35111e+06	3.47312e+06	3.14273e+06	3.28464e+06
P45470	P45470	YHBO_ECOLI	yhbO	Protein YhbO	1.00689e+06	990537	1.17106e+06	1.0726e+06	1.0099e+06	1.09653e+06
P45475	P45475	YHBV_ECOLI	yhbV	Uncharacterized protein YhbV	1.0142e+06	951714	1.02978e+06	952986	1.05345e+06	1.00495e+06
P45523	P45523	FKBA_ECOLI	fkpA	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA	3.13139e+07	2.86158e+07	2.92059e+07	2.82651e+07	2.84452e+07	2.80853e+07
P45530	P45530	TUSB_ECOLI	tusB	Protein TusB	293095	134406	241502	246537	293367	412262
P45531	P45531	TUSC_ECOLI	tusC	Protein TusC	428978	474710	413010	472951	533313	442672
P45568	P45568	DXR_ECOLI	dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase	693839	688549	757789	831056	818894	848218
P45577	P45577	PROQ_ECOLI	proQ	RNA chaperone ProQ	1.26373e+07	1.26208e+07	1.19552e+07	1.2072e+07	1.16863e+07	1.21041e+07
P45578	P45578	LUXS_ECOLI	luxS	S-ribosylhomocysteine lyase	5.19189e+06	5.85802e+06	5.31584e+06	7.46404e+06	7.13332e+06	7.34465e+06
P45748	P45748	TSAC_ECOLI	tsaC	Threonylcarbamoyl-AMP synthase	3.71284e+06	4.16982e+06	3.91513e+06	3.93183e+06	3.86445e+06	3.88241e+06
P45771	P45771	YRDD_ECOLI	yrdD	Uncharacterized protein YrdD	1.25095e+06	1.58167e+06	1.57768e+06	1.41615e+06	1.53435e+06	1.45515e+06
P45799	P45799	NUDE_ECOLI	nudE	ADP compounds hydrolase NudE	1.1997e+06	1.19323e+06	1.26939e+06	1.29188e+06	1.25798e+06	1.27706e+06
P45955	P45955	YBGF_ECOLI	ybgF	Uncharacterized protein YbgF	1.6707e+06	1.82193e+06	1.77e+06	1.91817e+06	2.01517e+06	2.03982e+06
P46130	P46130	YBHC_ECOLI	ybhC	Putative acyl-CoA thioester hydrolase YbhC	1.07932e+06	949268	1.09864e+06	1.36105e+06	1.39753e+06	1.38177e+06
P46474	P46474	YHDP_ECOLI	yhdP	Uncharacterized protein YhdP	160171	220092	252687	270454	251728	206731
P46837	P46837	YHGF_ECOLI	yhgF	Protein YhgF	4.34512e+06	4.47608e+06	4.34343e+06	4.40791e+06	4.51016e+06	4.23588e+06
P46853	P46853	YHHX_ECOLI	yhhX	Uncharacterized oxidoreductase YhhX	3.2344e+06	2.9151e+06	3.25625e+06	3.1363e+06	3.23517e+06	2.93823e+06
P46854	P46854	YHHY_ECOLI	yhhY	Uncharacterized N-acetyltransferase YhhY	636333	679338	651295	739244	766629	635197
P46887	P46887	YECH_ECOLI	yecH	Uncharacterized protein YecH	193294	244952	275514	266522	307234	312404
P46889	P46889	FTSK_ECOLI	ftsK	DNA translocase FtsK	1.18611e+06	940735	983761	1.12294e+06	883978	975519
P51025	P51025	SFGH1_ECOLI	frmB	S-formylglutathione hydrolase FrmB	809281	1.54266e+06	1.44812e+06	1.27344e+06	1.54528e+06	1.51332e+06
P52006	P52006	NUDI_ECOLI	nudI	Nucleoside triphosphatase NudI			42669.2	50211.9		155498
P52007	P52007	YECM_ECOLI	yecM	Protein YecM	1.30523e+06	1.4932e+06	1.33904e+06	1.37892e+06	1.57124e+06	1.47269e+06
P52060	P52060	YGGU_ECOLI	yggU	UPF0235 protein YggU	385404	347314	418666	286232	529856	444812
P52061	P52061	RDGB_ECOLI	rdgB	dITP/XTP pyrophosphatase	1.58426e+06	1.77005e+06	1.54301e+06	1.49262e+06	1.43442e+06	1.6082e+06
P52076	P52076	QSEB_ECOLI	qseB	Transcriptional regulatory protein QseB	939034	1.00308e+06	939308	1.0123e+06	897750	921463
P52096	P52096	YAER_ECOLI	yaeR	Uncharacterized protein YaeR	188848	157868	239995	243496	164485	195831
P52097	P52097	TILS_ECOLI	tilS	tRNA(Ile)-lysidine synthase	126790	89718.6	80598	85395.4	110224	
P52119	P52119	RATB_ECOLI	ratB	UPF0125 protein RatB		812208	758490	1.03342e+06	1.15102e+06	1.05319e+06
P52143	P52143	YPJA_ECOLI	ypjA	Uncharacterized outer membrane protein YpjA	382830	389203	507850	644313	493081	536645
P52612	P52612	FLII_ECOLI	fliI	Flagellum-specific ATP synthase	423953	441473	441620	511072	503284	516641
P52613	P52613	FLIJ_ECOLI	fliJ	Flagellar FliJ protein	1.1815e+06	1.01942e+06	1.02723e+06	1.15205e+06	987152	1.0854e+06
P52614	P52614	FLIK_ECOLI	fliK	Flagellar hook-length control protein	286873	145803	218220	176020	266000	294123
P52643	P52643	LDHD_ECOLI	ldhA	D-lactate dehydrogenase	1.67207e+06	1.7968e+06	1.85534e+06	2.10671e+06	2.35095e+06	2.1538e+06
P52644	P52644	HSLJ_ECOLI	hslJ	Heat shock protein HslJ	1.11252e+06	1.22962e+06	1.31618e+06	866898	989327	955958
P52647	P52647	NIFJ_ECOLI	ydbK	Probable pyruvate-flavodoxin oxidoreductase	1.00294e+06	992920	1.07392e+06	1.08178e+06	1.10174e+06	1.05009e+06
P52697	P52697	6PGL_ECOLI	pgl	6-phosphogluconolactonase	2.44531e+06	2.93004e+06	2.67141e+06	2.5349e+06	2.59111e+06	3.30703e+06
P56262	P56262	DLHH_ECOLI	ysgA	Putative carboxymethylenebutenolidase	1.70829e+06	1.07947e+06	956018	949381	712572	1.05232e+06
P60240	P60240	RAPA_ECOLI	rapA	RNA polymerase-associated protein RapA	2.43938e+06	2.30634e+06	2.40625e+06	2.65009e+06	2.52587e+06	2.257e+06
P60293	P60293	MUKF_ECOLI	mukF	Chromosome partition protein MukF	724239	815275	761843	717660	737016	705120
P60340	P60340	TRUB_ECOLI	truB	tRNA pseudouridine synthase B	554560	506025	520686	683459	726555	872911
P60390	P60390	RSMH_ECOLI	rsmH	Ribosomal RNA small subunit methyltransferase H	1.53847e+06	1.50065e+06	1.53366e+06	1.45637e+06	1.64713e+06	1.47083e+06
P60422	P60422	RL2_ECOLI	rplB	50S ribosomal protein L2	1.99014e+07	2.00371e+07	1.98762e+07	2.68692e+07	2.7866e+07	2.73542e+07
P60438	P60438	RL3_ECOLI	rplC	50S ribosomal protein L3	2.52743e+07	2.37974e+07	2.34264e+07	2.65739e+07	2.67736e+07	2.70257e+07
P60472	P60472	UPPS_ECOLI	ispU	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)	519910	320144	416820	429968	391871	470254
P60546	P60546	KGUA_ECOLI	gmk	Guanylate kinase	6.0297e+06	5.97135e+06	6.01177e+06	6.01312e+06	5.65303e+06	5.7521e+06
P60560	P60560	GUAC_ECOLI	guaC	GMP reductase	111977	324907	232154	277819	297976	345195
P60624	P60624	RL24_ECOLI	rplX	50S ribosomal protein L24	3.04018e+07	2.37791e+07	2.78826e+07	2.54981e+07	2.44956e+07	2.37585e+07
P60651	P60651	SPEB_ECOLI	speB	Agmatinase	9.70873e+06	8.7436e+06	9.38091e+06	1.02112e+07	9.92574e+06	9.94526e+06
P60664	P60664	HIS6_ECOLI	hisF	Imidazole glycerol phosphate synthase subunit HisF	1.97979e+06	2.10315e+06	2.04018e+06	2.01773e+06	2.03471e+06	2.09407e+06
P60716	P60716	LIPA_ECOLI	lipA	Lipoyl synthase	7.3174e+06	7.73621e+06	7.59887e+06	7.72426e+06	7.87205e+06	7.54044e+06
P60720	P60720	LIPB_ECOLI	lipB	Octanoyltransferase	465235	607364	635169	647665	645687	605025
P60723	P60723	RL4_ECOLI	rplD	50S ribosomal protein L4	5.46261e+07	5.47113e+07	5.42861e+07	5.33066e+07	5.11281e+07	5.32933e+07
P60752	P60752	MSBA_ECOLI	msbA	Lipid A export ATP-binding/permease protein MsbA	769454	449956	596220	802541	529558	770969
P60757	P60757	HIS1_ECOLI	hisG	ATP phosphoribosyltransferase	807276	996693	956662	827877	846190	892187
P60785	P60785	LEPA_ECOLI	lepA	Elongation factor 4	2.79341e+06	2.90631e+06	2.99772e+06	2.83359e+06	2.96397e+06	3.00968e+06
P60872	P60872	YIDE_ECOLI	yidE	Putative transport protein YidE	1.31227e+06	988937	1.00299e+06	847433	776952	1.02803e+06
P60906	P60906	SYH_ECOLI	hisS	Histidine--tRNA ligase	1.18958e+07	1.16157e+07	1.12868e+07	1.16645e+07	1.12582e+07	1.1791e+07
P60955	P60955	LGT_ECOLI	lgt	Prolipoprotein diacylglyceryl transferase	274222			376018		268735
P61175	P61175	RL22_ECOLI	rplV	50S ribosomal protein L22	3.41479e+06	3.19294e+06	2.93455e+06	2.75785e+06	2.87043e+06	2.76489e+06
P61316	P61316	LOLA_ECOLI	lolA	Outer-membrane lipoprotein carrier protein	2.65984e+06	2.83256e+06	2.72557e+06	2.77807e+06	2.83451e+06	2.76169e+06
P61320	P61320	LOLB_ECOLI	lolB	Outer-membrane lipoprotein LolB	1.26802e+06	1.19667e+06	1.19357e+06	1.25047e+06	1.24484e+06	1.16847e+06
P61517	P61517	CAN_ECOLI	can	Carbonic anhydrase 2	1.57709e+06	1.64291e+06	1.64281e+06	2.07228e+06	2.21607e+06	1.9778e+06
P61714	P61714	RISB_ECOLI	ribE	6,7-dimethyl-8-ribityllumazine synthase	3.39166e+07	3.56453e+07	3.57609e+07	3.51153e+07	3.67867e+07	3.68513e+07
P61889	P61889	MDH_ECOLI	mdh	Malate dehydrogenase	6.14113e+06	6.1587e+06	6.52007e+06	6.86311e+06	6.9433e+06	7.05656e+06
P61949	P61949	FLAV_ECOLI	fldA	Flavodoxin-1	4.3237e+06	4.44936e+06	4.57474e+06	4.10509e+06	4.49186e+06	4.27853e+06
P62399	P62399	RL5_ECOLI	rplE	50S ribosomal protein L5	9.22466e+07	9.67985e+07	9.0915e+07	1.21937e+08	1.15698e+08	1.27852e+08
P62517	P62517	OPGH_ECOLI	mdoH	Glucans biosynthesis glucosyltransferase H				119075	133794	135714
P62615	P62615	ISPE_ECOLI	ispE	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	733028	726388	793622	798600	803421	789928
P62617	P62617	ISPF_ECOLI	ispF	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	437507	494245	567106	598107	479059	561698
P62620	P62620	ISPG_ECOLI	ispG	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)	5.43469e+06	5.72913e+06	5.68225e+06	6.10211e+06	5.50205e+06	5.77857e+06
P62623	P62623	ISPH_ECOLI	ispH	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	1.04217e+06	976543	939721	1.3467e+06	1.06149e+06	1.0368e+06
P62707	P62707	GPMA_ECOLI	gpmA	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	2.02151e+07	1.74431e+07	1.94322e+07	1.93581e+07	1.83591e+07	1.89696e+07
P62768	P62768	YAEH_ECOLI	yaeH	UPF0325 protein YaeH	4.59004e+06	4.68134e+06	4.70967e+06	5.54623e+06	5.10603e+06	5.09925e+06
P63020	P63020	NFUA_ECOLI	nfuA	Fe/S biogenesis protein NfuA	1.15999e+06	1.41726e+06	1.31262e+06	1.3236e+06	1.53024e+06	1.35271e+06
P63177	P63177	RLMB_ECOLI	rlmB	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB	2.80975e+06	3.81753e+06	3.232e+06	3.27817e+06	3.9123e+06	3.47328e+06
P63224	P63224	GMHA_ECOLI	gmhA	Phosphoheptose isomerase	5.60515e+06	5.24086e+06	5.79742e+06	8.07227e+06	7.74669e+06	7.89238e+06
P63228	P63228	GMHBB_ECOLI	gmhB	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase	1.09505e+06	893280	1.16616e+06	1.35508e+06	1.38243e+06	1.38235e+06
P63235	P63235	GADC_ECOLI	gadC	Probable glutamate/gamma-aminobutyrate antiporter	2.87466e+06	2.66598e+06	2.90834e+06	2.94729e+06	2.8715e+06	2.77796e+06
P63284	P63284;P63284-2	CLPB_ECOLI	clpB	Chaperone protein ClpB	1.05935e+07	1.02913e+07	1.0541e+07	1.10956e+07	1.07768e+07	1.06302e+07
P63386	P63386	MLAF_ECOLI	mlaF	Probable phospholipid import ATP-binding protein MlaF	418662	421342	531149	488454	495923	463684
P63389	P63389	YHES_ECOLI	yheS	Uncharacterized ABC transporter ATP-binding protein YheS	661262	892672	873390	918119	1.01631e+06	976506
P63417	P63417	YHBS_ECOLI	yhbS	Uncharacterized N-acetyltransferase YhbS	1.103e+07	1.22775e+07	1.08088e+07	1.23103e+07	1.26023e+07	1.0973e+07
P63883	P63883	AMIC_ECOLI	amiC	N-acetylmuramoyl-L-alanine amidase AmiC	223575	261720	251857	285984	290165	282185
P64429	P64429	YPFJ_ECOLI	ypfJ	Uncharacterized protein YpfJ	938870	845727	908041	845662	988735	981785
P64451	P64451	YDCL_ECOLI	ydcL	Uncharacterized lipoprotein YdcL	758072	862151	796451	683817	1.01772e+06	710419
P64463	P64463	YDFZ_ECOLI	ydfZ	Putative selenoprotein YdfZ	1.14581e+07	1.14063e+07	1.12566e+07	1.12911e+07	1.09572e+07	1.13074e+07
